ability_id,source_type,source_id,name,text,source_file
3e53-68fa-a7b4-d6c6:gifts-for-all!-(aura):ce15-99ef-2c9b-b09f,unit,3e53-68fa-a7b4-d6c6,Gifts for All! (Aura),"While a GRETCHIN unit is within 6"" of this model, that unit’s Thievin’ Scavengers ability is successful on D6 rolls of 2+, instead of rolls of 4+.",Orks.cat
21c1-62d6-9682-4fb6:tellyporta-tech:7880-82a4-46a5-e81,unit,21c1-62d6-9682-4fb6,Tellyporta Tech,"While this model is leading a unit, models in that unit have the Deep Strike ability.",Orks.cat
21c1-62d6-9682-4fb6:gargantsmasha:fd0b-c139-173f-26c4,unit,21c1-62d6-9682-4fb6,Gargantsmasha,"Each time this model makes an attack that targets a **^^Titanic^^* unit, you can re-roll the Hit roll and you can re-roll the Wound roll.",Orks.cat
fbee-427a-1c46-f621:more-dakka:ae52-f631-b301-c1f3,unit,fbee-427a-1c46-f621,More Dakka,"While this model is leading a unit, each time a model in that unit makes a ranged attack, re-roll a Hit roll of 1.",Orks.cat
fbee-427a-1c46-f621:shokk-boosta:d0dc-7a95-8fc9-1855,unit,fbee-427a-1c46-f621,Shokk-boosta,"You can re-roll Advance rolls made for this model's unit. In addition, each time this model's unit makes a Normal, Advance or Fall Back move, models in that unit can move through models and terrain features. When doing so, they can move within Engagement Range of such models but cannot end that move within Engagement Range of them, and any Desperate Escape test is automatically passed.",Orks.cat
a596-3d99-257e-0ea1:attached-unit:dde3-1a77-2153-e9d6,unit,a596-3d99-257e-0ea1,Attached Unit,"If a CHARACTER unit from your army with the Leader ability can be attached to a BOYZ unit, it can be attached to this unit instead.",Orks.cat
a596-3d99-257e-0ea1:trophy-hunters:2d3e-dffa-7531-6f58,unit,a596-3d99-257e-0ea1,Trophy Hunters,"Each time this unit declares a charge, you can re-roll the Charge roll.",Orks.cat
6610-3cb7-dc72-8852:explosive-snowballs:e41d-a685-ccb8-2d24,unit,6610-3cb7-dc72-8852,Explosive Snowballs,"Once in each of your Shooting phases, you can target this unit with the Grenades stratagem for 0CP. After resolving this stratagem, this unit can make a Normal move of up to 6"".",Orks.cat
6610-3cb7-dc72-8852:a-bomb-inable-snowman:7eb7-313e-8a1b-5596,unit,6610-3cb7-dc72-8852,A-bomb-inable Snowman,"When this model is destroyed, its Deadly Demise ability inflicts mortal wounds on a D6 roll of 2+ instead of on a 6.",Orks.cat
070f-5f7f-2cab-6ee6:redistributin'-da-gifts:cc3a-9ca0-5100-cd0c,unit,070f-5f7f-2cab-6ee6,Redistributin' da Gifts,"Once in each of your Shooting phases, you can target this unit with the Grenade Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this phase.",Orks.cat
"2ba9-e97a-909d-3ac5:more-lads,-more-swagger:9a3d-e430-3623-76eb",unit,2ba9-e97a-909d-3ac5,"More Lads, More Swagger",Improve this model's Leadership characteristic by 1 for every 5 models in this unit.,Orks.cat
2ba9-e97a-909d-3ac5:leader:ca03-f66a-7387-f527,unit,2ba9-e97a-909d-3ac5,Leader,"This model can be attached to the following units:
- **^^Boyz^^**
- **^^Nobz^^**",Orks.cat
54de-2004-bbc1-3ac6:channellin'-da-waaagh!:2053-cbc3-5fe2-9c02,unit,54de-2004-bbc1-3ac6,Channellin' da Waaagh!,"Each time this model attacks with a Psychic weapon, until the end of the phase, improve the Attacks, Strength and Damage characteristics of that weapon by 1 for every 5 models in this unit. While this unit contains 10 or more models, those weapons have the **[HAZARDOUS]** ability.",Orks.cat
54de-2004-bbc1-3ac6:leader:ef32-c8a1-0d2e-d98c,unit,54de-2004-bbc1-3ac6,Leader,"This model can be attached to the following units:
- **^^Boyz^^**
- **^^Nobz^^**
- **^^Gretchin^^**",Orks.cat
6a69-8e75-49ae-408f:skulkin'-grot:cb32-d9d2-24b9-1e1c,unit,6a69-8e75-49ae-408f,Skulkin' Grot,"While this model is leading a unit, models in that unit have the Infiltrators and Stealth abilities.",Orks.cat
6a69-8e75-49ae-408f:leader:32ef-e56c-e9e2-e065,unit,6a69-8e75-49ae-408f,Leader,"This model can be attached to the following units:
- **^^Gretchin^^**",Orks.cat
4d0d-af9d-53c2-bc31:agile-combatant:79c3-f1c9-8372-de8b,unit,4d0d-af9d-53c2-bc31,Agile Combatant,This model is eligible to shoot in a turn in which it Fell Back.,T'au Empire.cat
4d0d-af9d-53c2-bc31:hero-of-the-empire-(aura):b13-dc2f-2104-2ba2,unit,4d0d-af9d-53c2-bc31,Hero of the Empire (Aura),"While a friendly **^^T’au Empire^^** unit is within 6"" of this model, each time a model in that unit makes a ranged attack, re-roll a Hit roll of 1.",T'au Empire.cat
4d0d-af9d-53c2-bc31:advanced-guardian-drone:d1d-2e4f-db3d-b3c4,unit,4d0d-af9d-53c2-bc31,Advanced Guardian Drone,"Each time a ranged attack targets the bearer, subtract 1 from the Wound roll.",T'au Empire.cat
4d0d-af9d-53c2-bc31:command-link-drone-(aura):8d40-9af2-d279-b0e2,unit,4d0d-af9d-53c2-bc31,Command-link Drone (Aura),"While a friendly **^^T’au Empire^^** unit is within 6"" of the bearer, each time you select that unit as the target of a Stratagem, roll one D6: on a 5+, you gain 1CP.",T'au Empire.cat
4d0d-af9d-53c2-bc31:supreme-commander:8bf2-521f-d66-b9c,unit,4d0d-af9d-53c2-bc31,Supreme Commander,"If this model is in your army, it must be your **^^Warlord^^**.",T'au Empire.cat
a67c-e2aa-41d7-e91e:way-of-the-short-blade:b518-dfb4-ed41-6393,unit,a67c-e2aa-41d7-e91e,Way of the Short Blade,"While this model is leading a unit, each time a model in that unit makes an attack that targets an enemy unit within 9"", add 1 to the Wound roll.",T'au Empire.cat
a67c-e2aa-41d7-e91e:puretide's-teachings:49a3-e55-9ec9-32fd,unit,a67c-e2aa-41d7-e91e,Puretide's Teachings,"Once per battle round, one unit from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that use of that Stratagem by 1CP.",T'au Empire.cat
a67c-e2aa-41d7-e91e:leader:a15a-7948-3ddb-ebd4,unit,a67c-e2aa-41d7-e91e,Leader,"This model can be attached to the following units:
- **^^Crisis Sunforge Battlesuits^^**
- **^^Crisis Fireknife Battlesuits^^**
- **^^Crisis Starscythe Battlesuits^^**",T'au Empire.cat
6de0-279f-b471-65ca:crisis-commander:1597-2952-693f-60f2,unit,6de0-279f-b471-65ca,Crisis Commander,"While this model is leading a unit, each time a model in that unit makes a ranged attack, re-roll a Hit roll of 1.",T'au Empire.cat
6de0-279f-b471-65ca:leader:bc3f-51ad-2fdb-1006,unit,6de0-279f-b471-65ca,Leader,"This model can be attached to the following units:
- **^^Crisis Battlesuits^^**
- **^^Crisis Sunforge Battlesuits^^**
- **^^Crisis Fireknife Battlesuits^^**
- **^^Crisis Starscythe Battlesuits^^**",T'au Empire.cat
99fa-35-ba6e-5354:enforcer-commander:a2d3-2ad-5805-8a37,unit,99fa-35-ba6e-5354,Enforcer Commander,"While this model is leading a unit, each time a ranged attack targets that unit, worsen the Armour Penetration characteristic of that attack by 1.",T'au Empire.cat
99fa-35-ba6e-5354:leader:c575-5810-d5a-bfd0,unit,99fa-35-ba6e-5354,Leader,"This model can be attached to the following units:
- **^^Crisis Sunforge Battlesuits^^**
- **^^Crisis Fireknife Battlesuits^^**
- **^^Crisis Starscythe Battlesuits^^**",T'au Empire.cat
3a73-7255-c639-e89e:leader:1286-6475-344a-bdcb,unit,3a73-7255-c639-e89e,Leader,"This model can be attached to the following units:
- **^^Crisis Sunforge Battlesuits^^**
- **^^Crisis Fireknife Battlesuits^^**
- **^^Crisis Starscythe Battlesuits^^**",T'au Empire.cat
3a73-7255-c639-e89e:coldstar-commander:e09d-50a0-b1a2-f705,unit,3a73-7255-c639-e89e,Coldstar Commander,"While this model is leading a unit, models in that unit have a Move characteristic of 12"" and ranged weapons equipped by models in that unit have the **[ASSAULT]** ability.",T'au Empire.cat
8f32-9697-ed41-6e3:volley-fire:5fe0-afe2-451c-38d2,unit,8f32-9697-ed41-6e3,Volley Fire,"While this model is leading a unit, add 1 to the Attacks characteristic of ranged weapons equipped by models in that unit.",T'au Empire.cat
8f32-9697-ed41-6e3:crack-shot:7c91-fe45-cd-7abc,unit,8f32-9697-ed41-6e3,Crack Shot,"Each time this model makes a ranged attack, on a Critical Wound, that attack has an Armour Penetration characteristic of -3.",T'au Empire.cat
8f32-9697-ed41-6e3:leader:e084-9d6c-36d3-d635,unit,8f32-9697-ed41-6e3,Leader,"This model can be attached to the following units:
- **^^Breacher Team^^**
- **^^Strike Team^^**",T'au Empire.cat
5e66-6f0-a181-cc4d:coordinated-leadership:3a16-c8c-5d03-c1a1,unit,5e66-6f0-a181-cc4d,Coordinated Leadership,"In your Command phase, roll one D6: on a 4+, you gain 1CP.",T'au Empire.cat
5e66-6f0-a181-cc4d:leader:28bc-81f2-45a9-1e5e,unit,5e66-6f0-a181-cc4d,Leader,"This model can be attached to the following units:
- **^^Breacher Team^^**
- **^^Strike Team^^**",T'au Empire.cat
2582-676d-fc9f-c146:duality-shield:d75c-8807-c2d9-2fcc,unit,2582-676d-fc9f-c146,Duality Shield,"Once per battle, each time an attack targets this unit, it can use this ability. If it does, until the end of the phase, models in this unit have a 2+ invulnerable save.",T'au Empire.cat
2582-676d-fc9f-c146:paradox-of-duality:726c-8c32-9fa2-6c2e,unit,2582-676d-fc9f-c146,Paradox of Duality,"Each time an attack targets this unit, subtract 1 from the Hit roll and subtract 1 from the Wound roll.",T'au Empire.cat
2582-676d-fc9f-c146:supreme-loyalty-(aura):8f07-3db6-72e6-2d9c,unit,2582-676d-fc9f-c146,Supreme Loyalty (Aura),"While a friendly T’AU EMPIRE unit is within 6"" of this unit, each time that unit takes a Battle-shock or Leadership test, add 1 to that test.",T'au Empire.cat
8407-585b-76d2-72f3:inspirational-defiance:217c-55e6-54fd-2338,unit,8407-585b-76d2-72f3,Inspirational Defiance,"While this model is leading a unit, add 1 to the Objective Control characteristic of models in that unit.",T'au Empire.cat
8407-585b-76d2-72f3:leader:c601-4585-dfb8-bbf7,unit,8407-585b-76d2-72f3,Leader,"This model can be attached to the following units:
- **^^Breacher Team^^**
- **^^Kroot Carnivores^^**
- **^^Strike Team^^**",T'au Empire.cat
a0f5-5934-1570-5a21:structural-analyser:2760-a977-5b19-6364,unit,a0f5-5934-1570-5a21,Structural Analyser,"While this model is leading a unit, each time a model in that unit makes a ranged attack, add 1 to the Wound roll.",T'au Empire.cat
a0f5-5934-1570-5a21:jammer-array:784c-ed1d-8f6-7c7b,unit,a0f5-5934-1570-5a21,Jammer Array,"Enemy units that are set up on the battlefield from Reserves cannot be set up within 12"" of this model.",T'au Empire.cat
a0f5-5934-1570-5a21:leader:7872-ee2c-cffa-7dfb,unit,a0f5-5934-1570-5a21,Leader,"This model can be attached to the following unit:
- **^^Pathfinder Team^^**",T'au Empire.cat
5bf-16e5-d77b-ea7d:armour-hunter:db46-1f35-2996-964f,unit,5bf-16e5-d77b-ea7d,Armour Hunter,"Each time this model makes an attack that targets a MONSTER or VEHICLE, add 1 to the Hit roll.",T'au Empire.cat
acdd-2901-1a75-99f4:suppression-volley:62df-a9ee-3931-13d,unit,acdd-2901-1a75-99f4,Suppression Volley,"In your Shooting phase, after this unit has shot, select one enemy INFANTRY unit hit by one or more of those attacks. Until the start of your next turn, while unit is on the battlefield, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the Hit roll.",T'au Empire.cat
acdd-2901-1a75-99f4:ds8-support-turret:d2e6-f139-acad-1b30,unit,acdd-2901-1a75-99f4,DS8 Support Turret,"In your Movement phase, if this unit Remains Stationary, until the start of your next turn, its Shas’ui model is equipped with the support turret weapon.

Designer’s Note: Place a Support Turret token next to this unit to remind you.",T'au Empire.cat
afc0-2b21-8ddc-3b2a:breach-and-clear:3926-4865-e8c7-c5eb,unit,afc0-2b21-8ddc-3b2a,Breach and Clear,"Each time a model in this unit makes a ranged attack that targets an enemy unit within range of an objective marker, you can re-roll the Wound roll.",T'au Empire.cat
afc0-2b21-8ddc-3b2a:ds8-support-turret:3354-9520-c907-c618,unit,afc0-2b21-8ddc-3b2a,DS8 Support Turret,"In your Movement phase, if this unit Remains Stationary, until the start of your next turn, its Shas’ui model is equipped with the support turret weapon.

Designer’s Note: Place a Support Turret token next to this unit to remind you.",T'au Empire.cat
d631-3ca5-e206-4e6a:fieldcraft:2d1d-ea81-7078-938b,unit,d631-3ca5-e206-4e6a,Fieldcraft,"At the end of the your Command phase, if this unit within range of an objective marker you control, that objective marker remains under your control, even if you have no models within range of it, until your opponent controls it at the start or end of any turn.",T'au Empire.cat
d631-3ca5-e206-4e6a:bodyguard:d0e7-bbff-a4f8-1b2d,unit,d631-3ca5-e206-4e6a,Bodyguard,"If this unit has a Starting Strength of 20, you can attach up to two Leader units to it instead of one, provided those Leaders are not duplicates (e.g. you cannot attach two WAR SHAPERS to this unit). If you do, and this unit is destroyed, the Leader units attached to it become separate units with their original Starting Strengths.",T'au Empire.cat
c523-a2e2-a398-ea00:kroot-packmates:a0b-cde0-58da-af93,unit,c523-a2e2-a398-ea00,Kroot Packmates,"Once per turn, in your opponent's Shooting phase, when a friendly KROOT INFANTRY unit within 6"" of this unit is selected as the target of an attack, one unit from your army with this ability can use it. If it does, after that enemy unit has finished making its attacks, that unit with this ability can shoot as if it were your Shooting phase, but when resolving those attacks it can only target that enemy unit (and only if it is an eligible target).",T'au Empire.cat
de16-2476-9749-b603:turbo-jets:48d4-b938-de65-cd2,unit,de16-2476-9749-b603,Turbo-jets,"Each time this unit Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 6"" to the Move characteristic of models in this unit.",T'au Empire.cat
de16-2476-9749-b603:crisis-bodyguard:ca95-3643-8ceb-8664,unit,de16-2476-9749-b603,Crisis Bodyguard,"If a **^^Character^^** unit from your army with the Leader ability can be attached to a **^^Crisis Fireknife Battlesuit^^** unit, it can be attached to this unit instead.",T'au Empire.cat
5d3a-803e-7cbc-b2f1:forward-observers:c5b0-2214-2987-d0de,unit,5d3a-803e-7cbc-b2f1,Forward Observers,"Each time this unit is an Observer unit, until the end of the phase, each time a ranged attack is made by a model in a Guided unit that targets their Spotted unit, re-roll a Hit roll of 1 and re-roll a Wound roll of 1.",T'au Empire.cat
5268-6e9-8f5c-c810:stealth-drones:ff15-6f06-1824-ea0b,unit,5268-6e9-8f5c-c810,Stealth Drones,"Twice per battle, after an attack has been allocated to this model, you can change the Damage characteristic of that attack to 0.

Designer’s Note: Place two Stealth Drone tokens next to the unit, removing one each time this ability has been used.",T'au Empire.cat
5fe4-86de-b88c-a47b:precise-targeting:4050-a088-38c5-ab2a,unit,5fe4-86de-b88c-a47b,Precise Targeting,"Each time a model in this unit makes an attack that targets a Spotted unit, you can re‑roll the Hit roll.",T'au Empire.cat
2598-d700-9952-e439:target-uploaded:85b7-6da7-e356-82e5,unit,2598-d700-9952-e439,Target Uploaded,"Each time a model in this unit makes an attack that targets their Spotted unit, improve the Ballistic Skill characteristic of that attack by 1 and that attack has the **[IGNORES COVER]** ability.",T'au Empire.cat
ad2-6549-8a19-d745:piranha:9957-13e2-50a0-163c,unit,ad2-6549-8a19-d745,Piranha,"At the end of your Movement phase, select one enemy unit within 12"" of this unit; that enemy unit must take a Battle-shock test.",T'au Empire.cat
b91-ba27-3842-76c:airborne-agility:86af-3f86-dca6-faff,unit,b91-ba27-3842-76c,Airborne Agility,"At the end of your opponent’s turn, if this unit is not within Engagement Range of one or more enemy units, you can remove it from the battlefield and place it into Strategic Reserves.",T'au Empire.cat
6883-85aa-b338-b88:loping-pounce:fb24-c625-8e6a-eeb0,unit,6883-85aa-b338-b88,Loping Pounce,"At the start of your Command phase, if this unit is within 6"" of one or more friendly KROOT INFANTRY units, then until the end of the turn, this unit is eligible to declare a charge in a turn in which it Advanced.",T'au Empire.cat
6883-85aa-b338-b88:hunting-hounds:3cfd-4cf6-9b8c-874b,unit,6883-85aa-b338-b88,Hunting Hounds,"While this unit is within 12"" of one or more friendly KROOT CHARACTER models, the Objective Control characteristic of models in this unit is 1.",T'au Empire.cat
